URL,Title,Price,Ratings,Score,Review Summary
https://www.amazon.com/Razer-Basilisk-Hyperspeed-Wireless-Technology/dp/B07Y8QWZDW/ref=sr_1_11?dib=eyJ2IjoiMSJ9.lV6JfNHMxj7bs6kJTPeYHV3ZDptFtlNmF7-lnB2PGZPOVQcWv4RR5-caCj_66k-v0PIRmWXDHmKNcpghlaejCNTNl4DoSMSECEbVHBXnAh5_IuYhEO_JdE2oRStJoVyPrArhKRb6bpVaaDbZop4m3YRrX_8rLHFuV0MTu74HfYKfYlMAvIU-5cgRHO_Yv7uRAETtyTLyicbqQ81H1tx5YuySxmv42fgOElRqtd6prrI.zQuvG_a6oT2lf8HamU_SPUnRV7NeQWUJuBlh1XybmHI&dib_tag=se&keywords=razer+mouse&qid=1709663512&sr=8-11,"Razer Basilisk X Hyperspeed - Wireless Gaming Mouse (Hyperspeed Technology, Advanced 5G Optical Sensor and 6 Configurable Buttons, Mechanical Mouse Switches, Ultra-Long Battery Life) Black",$54.38,"17,187 ratings",4.5 out of 5 stars,N/A
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4MTQzNzg0Mzc4NTg5MDY0OjE3MDk2NjM1MTI6c3BfbXRmOjMwMDEzNDY2NTcwOTAwMjo6MDo6&url=%2FGlorious-Model-Minus-Wireless-Gaming%2Fdp%2FB09Q5HZL1S%2Fref%3Dsr_1_12_sspa%3Fdib%3DeyJ2IjoiMSJ9.lV6JfNHMxj7bs6kJTPeYHV3ZDptFtlNmF7-lnB2PGZPOVQcWv4RR5-caCj_66k-v0PIRmWXDHmKNcpghlaejCNTNl4DoSMSECEbVHBXnAh5_IuYhEO_JdE2oRStJoVyPrArhKRb6bpVaaDbZop4m3YRrX_8rLHFuV0MTu74HfYKfYlMAvIU-5cgRHO_Yv7uRAETtyTLyicbqQ81H1tx5YuySxmv42fgOElRqtd6prrI.zQuvG_a6oT2lf8HamU_SPUnRV7NeQWUJuBlh1XybmHI%26dib_tag%3Dse%26keywords%3Drazer%2Bmouse%26qid%3D1709663512%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"Model O- (Minus) Wireless Gaming Mouse - 65g Superlight Honeycomb Design, RGB, Ambidextrous, Lag Free 2.4GHz Wireless, Up to 71 Hours Battery - Matte Black",$79.99,"4,546 ratings",4.5 out of 5 stars,N/A
https://www.amazon.com/Razer-Basilisk-Ultimate-HyperSpeed-Wireless/dp/B08564NLZG/ref=sr_1_13?dib=eyJ2IjoiMSJ9.lV6JfNHMxj7bs6kJTPeYHV3ZDptFtlNmF7-lnB2PGZPOVQcWv4RR5-caCj_66k-v0PIRmWXDHmKNcpghlaejCNTNl4DoSMSECEbVHBXnAh5_IuYhEO_JdE2oRStJoVyPrArhKRb6bpVaaDbZop4m3YRrX_8rLHFuV0MTu74HfYKfYlMAvIU-5cgRHO_Yv7uRAETtyTLyicbqQ81H1tx5YuySxmv42fgOElRqtd6prrI.zQuvG_a6oT2lf8HamU_SPUnRV7NeQWUJuBlh1XybmHI&dib_tag=se&keywords=razer+mouse&qid=1709663512&sr=8-13,Razer Basilisk Ultimate HyperSpeed Wireless Gaming Mouse: Fastest Gaming Mouse Switch - 20K DPI Optical Sensor - Chroma RGB Lighting - 11 Programmable Buttons - 100 Hr Battery - Classic Black,$99.99,"9,375 ratings",4.4 out of 5 stars,N/A
https://www.amazon.com/Razer-HyperSpeed-Wireless-Gaming-Mouse/dp/B09VCR969M/ref=sr_1_14?dib=eyJ2IjoiMSJ9.lV6JfNHMxj7bs6kJTPeYHV3ZDptFtlNmF7-lnB2PGZPOVQcWv4RR5-caCj_66k-v0PIRmWXDHmKNcpghlaejCNTNl4DoSMSECEbVHBXnAh5_IuYhEO_JdE2oRStJoVyPrArhKRb6bpVaaDbZop4m3YRrX_8rLHFuV0MTu74HfYKfYlMAvIU-5cgRHO_Yv7uRAETtyTLyicbqQ81H1tx5YuySxmv42fgOElRqtd6prrI.zQuvG_a6oT2lf8HamU_SPUnRV7NeQWUJuBlh1XybmHI&dib_tag=se&keywords=razer+mouse&qid=1709663512&sr=8-14,Razer Viper V2 Pro HyperSpeed Wireless Gaming Mouse: 58g Ultra Lightweight - Optical Switches Gen-3-30K DPI Optical Sensor w/On-Mouse Controls - 90 Hour Battery - USB Type C Cable Included - Black,$99.99,"1,674 ratings",4.4 out of 5 stars,N/A
https://www.amazon.com/Razer-DeathAdder-Wireless-Gaming-Mouse/dp/B08FQMBKQG/ref=sr_1_15?dib=eyJ2IjoiMSJ9.lV6JfNHMxj7bs6kJTPeYHV3ZDptFtlNmF7-lnB2PGZPOVQcWv4RR5-caCj_66k-v0PIRmWXDHmKNcpghlaejCNTNl4DoSMSECEbVHBXnAh5_IuYhEO_JdE2oRStJoVyPrArhKRb6bpVaaDbZop4m3YRrX_8rLHFuV0MTu74HfYKfYlMAvIU-5cgRHO_Yv7uRAETtyTLyicbqQ81H1tx5YuySxmv42fgOElRqtd6prrI.zQuvG_a6oT2lf8HamU_SPUnRV7NeQWUJuBlh1XybmHI&dib_tag=se&keywords=razer+mouse&qid=1709663512&sr=8-15,"Razer DeathAdder v2 Pro Wireless Gaming Mouse: 20K DPI Optical Sensor, 3X Faster Optical Switch, Chroma RGB, 70Hr Battery, 8 Programmable Buttons - Classic Black",$64.99,"4,179 ratings",4.4 out of 5 stars,N/A
https://www.amazon.com/Razer-Orochi-Mobile-Wireless-Gaming/dp/B0916MW7CG/ref=sr_1_16?dib=eyJ2IjoiMSJ9.lV6JfNHMxj7bs6kJTPeYHV3ZDptFtlNmF7-lnB2PGZPOVQcWv4RR5-caCj_66k-v0PIRmWXDHmKNcpghlaejCNTNl4DoSMSECEbVHBXnAh5_IuYhEO_JdE2oRStJoVyPrArhKRb6bpVaaDbZop4m3YRrX_8rLHFuV0MTu74HfYKfYlMAvIU-5cgRHO_Yv7uRAETtyTLyicbqQ81H1tx5YuySxmv42fgOElRqtd6prrI.zQuvG_a6oT2lf8HamU_SPUnRV7NeQWUJuBlh1XybmHI&dib_tag=se&keywords=razer+mouse&qid=1709663512&sr=8-16,Razer Orochi V2 Mobile Wireless Gaming Mouse: Ultra Lightweight - 2 Wireless Modes - Up to 950hrs Battery Life - Mechanical Mouse Switches - 5G Advanced 18K DPI Optical Sensor - White,$53.99,"4,046 ratings",4.5 out of 5 stars,N/A
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4MTQzNzg0Mzc4NTg5MDY0OjE3MDk2NjM1MTI6c3BfbXRmOjMwMDA1MzA1ODAxNDUwMjo6MDo6&url=%2FSchkner-Wireless-Charging-Organizer-Waterproof%2Fdp%2FB0CFKRRQDX%2Fref%3Dsr_1_17_sspa%3Fdib%3DeyJ2IjoiMSJ9.lV6JfNHMxj7bs6kJTPeYHV3ZDptFtlNmF7-lnB2PGZPOVQcWv4RR5-caCj_66k-v0PIRmWXDHmKNcpghlaejCNTNl4DoSMSECEbVHBXnAh5_IuYhEO_JdE2oRStJoVyPrArhKRb6bpVaaDbZop4m3YRrX_8rLHFuV0MTu74HfYKfYlMAvIU-5cgRHO_Yv7uRAETtyTLyicbqQ81H1tx5YuySxmv42fgOElRqtd6prrI.zQuvG_a6oT2lf8HamU_SPUnRV7NeQWUJuBlh1XybmHI%26dib_tag%3Dse%26keywords%3Drazer%2Bmouse%26qid%3D1709663512%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"Schkner RGB Gaming Mouse Pad with Wireless Charging, Large Mouse Pad with LED Light, Keyboard Pad with Non-Slip Rubber Base,Waterproof Desk Pad for Home Office Decor",$36.99,68 ratings,4.5 out of 5 stars,N/A
https://www.amazon.com/Razer-HyperSpeed-Wireless-Gaming-Mouse/dp/B0BGJT87N2/ref=sr_1_18?dib=eyJ2IjoiMSJ9.lV6JfNHMxj7bs6kJTPeYHV3ZDptFtlNmF7-lnB2PGZPOVQcWv4RR5-caCj_66k-v0PIRmWXDHmKNcpghlaejCNTNl4DoSMSECEbVHBXnAh5_IuYhEO_JdE2oRStJoVyPrArhKRb6bpVaaDbZop4m3YRrX_8rLHFuV0MTu74HfYKfYlMAvIU-5cgRHO_Yv7uRAETtyTLyicbqQ81H1tx5YuySxmv42fgOElRqtd6prrI.zQuvG_a6oT2lf8HamU_SPUnRV7NeQWUJuBlh1XybmHI&dib_tag=se&keywords=razer+mouse&qid=1709663512&sr=8-18,Razer Naga V2 HyperSpeed Wireless MMO Gaming Mouse: 19 Programmable Buttons - HyperScroll Technology - Focus Pro 30K Optical Sensor - Mechanical Mouse Switches Gen-2 - Up to 400 Hr Battery Life,$89.99,522 ratings,4.4 out of 5 stars,N/A
https://www.amazon.com/Razer-Cobra-Wireless-Gaming-Mouse/dp/B0C51934VF/ref=sr_1_19?dib=eyJ2IjoiMSJ9.lV6JfNHMxj7bs6kJTPeYHV3ZDptFtlNmF7-lnB2PGZPOVQcWv4RR5-caCj_66k-v0PIRmWXDHmKNcpghlaejCNTNl4DoSMSECEbVHBXnAh5_IuYhEO_JdE2oRStJoVyPrArhKRb6bpVaaDbZop4m3YRrX_8rLHFuV0MTu74HfYKfYlMAvIU-5cgRHO_Yv7uRAETtyTLyicbqQ81H1tx5YuySxmv42fgOElRqtd6prrI.zQuvG_a6oT2lf8HamU_SPUnRV7NeQWUJuBlh1XybmHI&dib_tag=se&keywords=razer+mouse&qid=1709663512&sr=8-19,"Razer Cobra Pro Wireless Gaming Mouse: 10 Customizable Controls - Chroma RGB Lighting - 30K Optical Sensor - Gen-3 Switches - 2.4GHz, Bluetooth & USB Type C - Up to 170 Hr Battery - Black",$118.11,104 ratings,4.4 out of 5 stars,N/A
https://www.amazon.com/Razer-DeathAdder-Elite-Mechanical-Ergonomic/dp/B01LXC1QL0/ref=sr_1_20?dib=eyJ2IjoiMSJ9.lV6JfNHMxj7bs6kJTPeYHV3ZDptFtlNmF7-lnB2PGZPOVQcWv4RR5-caCj_66k-v0PIRmWXDHmKNcpghlaejCNTNl4DoSMSECEbVHBXnAh5_IuYhEO_JdE2oRStJoVyPrArhKRb6bpVaaDbZop4m3YRrX_8rLHFuV0MTu74HfYKfYlMAvIU-5cgRHO_Yv7uRAETtyTLyicbqQ81H1tx5YuySxmv42fgOElRqtd6prrI.zQuvG_a6oT2lf8HamU_SPUnRV7NeQWUJuBlh1XybmHI&dib_tag=se&keywords=razer+mouse&qid=1709663512&sr=8-20,"Razer DeathAdder Elite Gaming Mouse: 16,000 DPI Optical Sensor - Chroma RGB Lighting - 7 Programmable Buttons - Mechanical Switches - Rubber Side Grips - Matte Black",$56.96,"16,455 ratings",4.4 out of 5 stars,N/A
https://www.amazon.com/Razer-HyperSpeed-Wireless-Esports-Gaming/dp/B0CF4DJM7F/ref=sr_1_21?dib=eyJ2IjoiMSJ9.lV6JfNHMxj7bs6kJTPeYHV3ZDptFtlNmF7-lnB2PGZPOVQcWv4RR5-caCj_66k-v0PIRmWXDHmKNcpghlaejCNTNl4DoSMSECEbVHBXnAh5_IuYhEO_JdE2oRStJoVyPrArhKRb6bpVaaDbZop4m3YRrX_8rLHFuV0MTu74HfYKfYlMAvIU-5cgRHO_Yv7uRAETtyTLyicbqQ81H1tx5YuySxmv42fgOElRqtd6prrI.zQuvG_a6oT2lf8HamU_SPUnRV7NeQWUJuBlh1XybmHI&dib_tag=se&keywords=razer+mouse&qid=1709663512&sr=8-21,Razer Viper V3 HyperSpeed Wireless Esports Gaming Mouse: 82g Lightweight Design - 30K DPI Optical Sensor - Up to 280 Hr Battery Life - Mechanical Switches Gen-2 - Classic Black,$69.99,106 ratings,4.4 out of 5 stars,N/A
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3NjE5MjMwODQzOTE5MDY0OjE3MDk2NjM1MTI6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDEzNzI2MzcwNTYwMjo6MDo6&url=%2FGlorious-PC-Gaming-Race-GOM-Black%2Fdp%2FB07VMM5LKH%2Fref%3Dsxin_34_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.cd4900ae-382e-4968-8cca-26c773a2a0f3%253Aamzn1.sym.cd4900ae-382e-4968-8cca-26c773a2a0f3%26cv_ct_cx%3Drazer%2Bmouse%26dib%3DeyJ2IjoiMSJ9.XcDwaJxUyNwfr8ErLG6zdNHbF2Sy-aG0peyT7pG99prdP_i_yHqVmNFllSk396ZeLu9I99N97N82wTE1VSAD8A.5eIsyxyvqfjG8wc5q-Wsri-_jJVwC0lq0oF8Df4ALzQ%26dib_tag%3Dse%26keywords%3Drazer%2Bmouse%26pd_rd_i%3DB07VMM5LKH%26pd_rd_r%3Dd4fff493-2048-4d33-a47c-9f968f03990f%26pd_rd_w%3DhsB6T%26pd_rd_wg%3DPnaLN%26pf_rd_p%3Dcd4900ae-382e-4968-8cca-26c773a2a0f3%26pf_rd_r%3DH2C7ARYDDYJMFAV3ZNBP%26qid%3D1709663512%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-1-3f7eb011-4703-48ad-8058-43dbff1e6b87-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,"Glorious Model O- (Minus) Compact Wired Gaming Mouse - 58g Superlight Honeycomb Design, RGB, Pixart 3360 Sensor, Ambidextrous, Omron Switches - Matte Black",$49.99,"17,969 ratings",4.5 out of 5 stars,N/A
https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3NjE5MjMwODQzOTE5MDY0OjE3MDk2NjM1MTI6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDAzOTAxMDI1NTQwMjo6MTo6&url=%2FLogitech-Lightspeed-Wireless-Gaming-Mouse%2Fdp%2FB092CRH1RX%2Fref%3Dsxin_34_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.cd4900ae-382e-4968-8cca-26c773a2a0f3%253Aamzn1.sym.cd4900ae-382e-4968-8cca-26c773a2a0f3%26cv_ct_cx%3Drazer%2Bmouse%26dib%3DeyJ2IjoiMSJ9.XcDwaJxUyNwfr8ErLG6zdNHbF2Sy-aG0peyT7pG99prdP_i_yHqVmNFllSk396ZeLu9I99N97N82wTE1VSAD8A.5eIsyxyvqfjG8wc5q-Wsri-_jJVwC0lq0oF8Df4ALzQ%26dib_tag%3Dse%26keywords%3Drazer%2Bmouse%26pd_rd_i%3DB092CRH1RX%26pd_rd_r%3Dd4fff493-2048-4d33-a47c-9f968f03990f%26pd_rd_w%3DhsB6T%26pd_rd_wg%3DPnaLN%26pf_rd_p%3Dcd4900ae-382e-4968-8cca-26c773a2a0f3%26pf_rd_r%3DH2C7ARYDDYJMFAV3ZNBP%26qid%3D1709663512%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-2-3f7eb011-4703-48ad-8058-43dbff1e6b87-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,"Logitech G502 X Lightspeed Wireless Gaming Mouse - LIGHTFORCE hybrid optical-mechanical switches, HERO 25K gaming sensor, compatible with PC - macOS/Windows - Black",$129.26,"2,609 ratings",4.5 out of 5 stars,N/A
